GAME_ID,GAME_DATE,HOME_TEAM,AWAY_TEAM,HOME_SCORE,AWAY_SCORE,DIFFERENCE
21000001,2010-10-26,MIA,BOS,88,80,8
21000002,2010-10-26,PHX,POR,106,92,14
21000003,2010-10-26,HOU,LAL,112,110,2
21000004,2010-10-27,BOS,CLE,95,87,8
21000005,2010-10-27,NJN,DET,101,98,3
21000006,2010-10-27,PHI,MIA,97,87,10
21000007,2010-10-27,TOR,NYK,98,93,5
21000008,2010-10-27,MEM,ATL,119,104,15
21000009,2010-10-27,SAC,MIN,117,116,1
21000010,2010-10-27,NOH,MIL,95,91,4
21000011,2010-10-27,CHI,OKC,106,95,11
21000012,2010-10-27,DAL,CHA,101,86,15
21000013,2010-10-27,IND,SAS,122,109,13
21000014,2010-10-27,UTA,DEN,110,88,22
21000015,2010-10-27,HOU,GSW,132,128,4
21000016,2010-10-27,LAC,POR,98,88,10
21000017,2010-10-28,WAS,ORL,112,83,29
21000018,2010-10-28,UTA,PHX,110,94,16
21000019,2010-10-29,CHA,IND,104,101,3
21000020,2010-10-29,SAC,NJN,106,100,6
21000021,2010-10-29,PHI,ATL,104,101,3
21000022,2010-10-29,TOR,CLE,101,81,20
21000023,2010-10-29,BOS,NYK,105,101,4
21000024,2010-10-29,OKC,DET,105,104,1
21000025,2010-10-29,ORL,MIA,96,70,26
21000026,2010-10-29,MIL,MIN,96,85,11
21000027,2010-10-29,DEN,NOH,101,95,6
21000028,2010-10-29,MEM,DAL,91,90,1
21000029,2010-10-29,LAC,GSW,109,91,18
21000030,2010-10-29,PHX,LAL,114,106,8
21000031,2010-10-30,WAS,ATL,99,95,4
21000032,2010-10-30,CLE,SAC,107,104,3
21000033,2010-10-30,POR,NYK,100,95,5
21000034,2010-10-30,PHI,IND,99,86,13
21000035,2010-10-30,DET,CHI,101,91,10
21000036,2010-10-30,MIN,MEM,109,89,20
21000037,2010-10-30,HOU,DEN,107,94,13
21000038,2010-10-30,CHA,MIL,98,88,10
21000039,2010-10-30,SAS,NOH,99,90,9
21000040,2010-10-31,NJN,MIA,101,78,23
21000041,2010-10-31,LAC,DAL,99,83,16
21000042,2010-10-31,OKC,UTA,120,99,21
21000043,2010-10-31,GSW,LAL,107,83,24
21000044,2010-11-01,POR,CHI,110,98,12
21000045,2010-11-01,SAC,TOR,111,108,3
21000046,2010-11-01,LAC,SAS,97,88,9
21000047,2010-11-02,CLE,ATL,100,88,12
21000048,2010-11-02,PHI,WAS,116,115,1
21000049,2010-11-02,DET,BOS,109,86,23
21000050,2010-11-02,MIN,MIA,129,97,32
21000051,2011-03-28,ORL,NYK,113,106,7
21000052,2010-11-02,MIL,POR,90,76,14
21000053,2010-11-02,MEM,LAL,124,105,19
21000054,2010-11-03,DET,ATL,94,85,9
21000055,2010-11-03,NJN,CHA,85,83,2
21000056,2010-11-03,MIN,ORL,128,86,42
21000057,2010-11-03,PHI,IND,101,75,26
21000058,2010-11-03,BOS,MIL,105,102,3
21000059,2010-11-03,NOH,HOU,107,99,8
21000060,2010-11-03,DAL,DEN,102,101,1
21000061,2010-11-03,TOR,UTA,125,108,17
21000062,2010-11-03,SAS,PHX,112,110,2
21000063,2010-11-03,MEM,GSW,115,109,6
21000064,2010-11-03,OKC,LAC,107,92,15
21000065,2010-11-03,SAC,LAL,112,100,12
21000066,2010-11-04,CHI,NYK,120,112,8
21000067,2010-11-04,OKC,POR,107,106,1
21000068,2010-11-05,IND,MIL,94,90,4
21000069,2010-11-05,NJN,ORL,105,90,15
21000070,2010-11-05,CLE,PHI,123,116,7
21000071,2010-11-05,DET,CHA,97,90,7
21000072,2010-11-05,WAS,NYK,112,91,21
21000073,2010-11-05,CHI,BOS,110,105,5
21000074,2010-11-05,ATL,MIN,113,103,10
21000075,2010-11-05,NOH,MIA,96,93,3
21000076,2010-11-05,MEM,PHX,123,118,5
21000077,2010-11-05,LAC,DEN,111,104,7
21000078,2010-11-05,GSW,UTA,85,78,7
21000079,2010-11-05,TOR,LAL,108,103,5
21000080,2010-11-06,CHA,ORL,91,88,3
21000081,2010-11-06,WAS,CLE,107,102,5
21000082,2010-11-06,MIA,NJN,101,89,12
21000083,2010-11-06,MIL,NOH,87,81,6
21000084,2010-11-06,HOU,SAS,124,121,3
21000085,2010-11-06,DAL,DEN,103,92,11
21000086,2010-11-06,LAC,UTA,109,107,2
21000087,2010-11-06,TOR,POR,97,84,13
21000088,2010-11-06,MEM,SAC,100,91,9
21000089,2010-11-07,NYK,PHI,106,96,10
21000090,2010-11-07,ATL,PHX,118,114,4
21000091,2010-11-07,GSW,DET,102,97,5
21000092,2010-11-07,MIN,HOU,120,94,26
21000093,2010-11-07,OKC,BOS,92,83,9
21000094,2010-11-07,POR,LAL,121,96,25
21000095,2010-11-08,CHA,SAS,95,91,4
21000096,2010-11-08,ATL,ORL,93,89,4
21000097,2010-11-08,TOR,GSW,109,102,7
21000098,2010-11-08,CHI,DEN,94,92,2
21000099,2010-11-08,MEM,PHX,109,99,10
21000100,2010-11-08,BOS,DAL,89,87,2
21000101,2010-11-09,DEN,IND,144,113,31
21000102,2010-11-09,NJN,CLE,93,91,2
21000103,2010-11-09,MIA,UTA,116,114,2
21000104,2010-11-09,NYK,MIL,107,80,27
21000105,2010-11-09,LAC,NOH,101,82,19
21000106,2010-11-09,DET,POR,100,78,22
21000107,2010-11-09,LAL,MIN,99,94,5
21000108,2010-11-10,ATL,MIL,108,91,17
21000109,2010-11-10,UTA,ORL,104,94,10
21000110,2010-11-10,TOR,CHA,101,96,5
21000111,2010-11-10,HOU,WAS,98,91,7
21000112,2010-11-10,CLE,NJN,95,87,8
21000113,2010-11-10,GSW,NYK,122,117,5
21000114,2010-11-10,MEM,DAL,106,91,15
21000115,2010-11-10,OKC,PHI,109,103,6
21000116,2010-11-10,LAC,SAS,107,95,12
21000117,2010-11-10,MIN,SAC,98,89,9
21000118,2010-11-11,MIA,BOS,112,107,5
21000119,2010-11-11,GSW,CHI,120,90,30
21000120,2010-11-11,DEN,LAL,118,112,6
21000121,2010-11-12,UTA,ATL,90,86,4
21000122,2010-11-12,HOU,IND,102,99,3
21000123,2010-11-12,TOR,ORL,110,106,4
21000124,2010-11-12,WAS,CHA,93,85,8
21000125,2010-11-12,MIN,NYK,112,103,9
21000126,2010-11-12,PHI,DAL,99,90,9
21000127,2010-11-12,PHX,SAC,103,89,14
21000128,2010-11-12,OKC,POR,110,108,2
21000129,2010-11-12,LAC,DET,113,107,6
21000130,2010-11-13,UTA,CHA,96,95,1
21000131,2010-11-13,NJN,ORL,91,90,1
21000132,2010-11-13,CLE,IND,99,85,14
21000133,2010-11-13,MIA,TOR,109,100,9
21000134,2010-11-13,CHI,WAS,103,96,7
21000135,2010-11-13,MEM,BOS,116,110,6
21000136,2010-11-13,POR,NOH,107,87,20
21000137,2010-11-13,MIL,GSW,79,72,7
21000138,2010-11-13,PHI,SAS,116,93,23
21000139,2010-11-14,ATL,MIN,111,105,6
21000140,2010-11-14,SAC,DET,100,94,6
21000141,2010-11-14,OKC,SAS,117,104,13
21000142,2010-11-14,NYK,HOU,104,96,8
21000143,2010-11-14,LAL,PHX,121,116,5
21000144,2010-11-15,CHA,MIN,113,110,3
21000145,2010-11-15,MEM,ORL,89,72,17
21000146,2010-11-15,NOH,DAL,98,95,3
21000147,2010-11-15,DEN,PHX,100,94,6
21000148,2010-11-15,UTA,OKC,115,108,7
21000149,2010-11-15,DET,GSW,101,97,4
21000150,2010-11-15,NJN,LAC,110,96,14
21000151,2010-11-16,PHI,CLE,101,93,8
21000152,2010-11-16,IND,ATL,102,92,10
21000153,2010-11-16,TOR,WAS,109,94,15
21000154,2010-11-16,MEM,POR,100,99,1
21000155,2010-11-16,MIL,LAL,118,107,11
21000156,2010-11-16,HOU,CHI,95,92,3
21000157,2010-11-16,DEN,NYK,120,118,2
21000158,2010-11-17,PHX,MIA,123,96,27
21000159,2010-11-17,PHI,TOR,94,86,8
21000160,2010-11-17,WAS,BOS,114,83,31
21000161,2010-11-17,DET,LAL,103,90,13
21000162,2010-11-17,LAC,MIN,113,111,2
21000163,2010-11-17,DAL,NOH,99,97,2
21000164,2010-11-17,HOU,OKC,116,99,17
21000165,2010-11-17,UTA,NJN,98,88,10
21000166,2010-11-17,CHI,SAS,103,94,9
21000167,2010-11-17,SAC,NYK,113,106,7
21000168,2010-11-18,LAC,IND,107,80,27
21000169,2010-11-18,PHX,ORL,105,89,16
21000170,2010-11-18,POR,DEN,86,83,3
21000171,2010-11-19,BOS,OKC,89,84,5
21000172,2010-11-19,MIL,PHI,90,79,11
21000173,2010-11-19,TOR,HOU,106,96,10
21000174,2010-11-19,WAS,MEM,89,86,3
21000175,2010-11-19,CHA,MIA,95,87,8
21000176,2010-11-19,MIN,LAL,112,95,17
21000177,2010-11-19,NOH,CLE,108,101,7
21000178,2010-11-19,UTA,SAS,94,82,12
21000179,2010-11-19,DAL,CHI,88,83,5
21000180,2010-11-19,NJN,SAC,86,81,5
21000181,2010-11-19,NYK,GSW,125,119,6
21000182,2010-11-20,PHX,CHA,123,105,18
21000183,2010-11-20,IND,ORL,90,86,4
21000184,2010-11-20,DAL,ATL,98,93,5
21000185,2010-11-20,MEM,MIA,97,95,2
21000186,2010-11-20,MIL,OKC,82,81,1
21000187,2010-11-20,CLE,SAS,116,92,24
21000188,2010-11-20,NJN,DEN,107,103,4
21000189,2010-11-20,POR,UTA,103,94,9
21000190,2010-11-20,LAC,NYK,124,115,9
21000191,2010-11-21,TOR,BOS,102,101,1
21000192,2010-11-21,WAS,DET,115,110,5
21000193,2010-11-21,SAC,NOH,75,71,4
21000194,2010-11-21,GSW,LAL,117,89,28
21000195,2010-11-22,BOS,ATL,99,76,23
21000196,2010-11-22,MIA,IND,93,77,16
21000197,2010-11-22,OKC,MIN,117,107,10
21000198,2010-11-22,HOU,PHX,123,116,7
21000199,2010-11-22,ORL,SAS,106,97,9
21000200,2010-11-22,UTA,SAC,94,83,11
21000201,2010-11-22,GSW,DEN,106,89,17
21000202,2010-11-22,NOH,LAC,99,95,4
21000203,2010-11-23,CLE,IND,100,89,11
21000204,2010-11-23,NJN,ATL,107,101,6
21000205,2010-11-23,PHI,WAS,116,114,2
21000206,2010-11-23,CHA,NYK,110,107,3
21000207,2010-11-23,DET,DAL,88,84,4
21000208,2010-11-23,CHI,LAL,98,91,7
21000209,2010-11-24,CHA,NYK,99,95,4
21000210,2010-11-24,MIL,CLE,83,81,2
21000211,2010-11-24,PHI,TOR,106,90,16
21000212,2010-11-24,NJN,BOS,89,83,6
21000213,2010-11-24,MIA,ORL,104,95,9
21000214,2010-11-24,MEM,DET,105,84,21
21000215,2010-11-24,MIN,SAS,113,109,4
21000216,2010-11-24,OKC,DAL,111,103,8
21000217,2010-11-24,GSW,HOU,111,101,10
21000218,2010-11-24,CHI,PHX,123,115,8
21000219,2010-11-24,NOH,UTA,105,87,18
21000220,2010-11-25,WAS,ATL,116,96,20
21000221,2010-11-25,LAC,SAC,100,82,18
21000222,2010-11-26,CHA,HOU,99,89,10
21000223,2010-11-26,CLE,ORL,111,100,11
21000224,2010-11-26,BOS,TOR,110,101,9
21000225,2010-11-26,MIL,DET,103,89,14
21000226,2010-11-26,MIA,PHI,99,90,9
21000227,2010-11-26,OKC,IND,110,106,4
21000228,2010-11-26,DAL,SAS,103,94,9
21000229,2010-11-26,CHI,DEN,98,97,1
21000230,2010-11-26,LAC,PHX,116,108,8
21000231,2010-11-26,LAL,UTA,102,96,6
21000232,2010-11-26,MEM,GSW,116,111,5
21000233,2010-11-26,POR,NOH,97,78,19
21000234,2010-11-27,NYK,ATL,99,90,9
21000235,2010-11-27,WAS,ORL,100,99,1
21000236,2010-11-27,MEM,CLE,92,86,6
21000237,2010-11-27,NJN,PHI,102,86,16
21000238,2010-11-27,MIN,GSW,104,94,10
21000239,2010-11-27,MIA,DAL,106,95,11
21000240,2010-11-27,CHA,MIL,104,101,3
21000241,2010-11-27,CHI,SAC,96,85,11
21000242,2010-11-28,TOR,ATL,96,78,18
21000243,2010-11-28,DET,NYK,125,116,9
21000244,2010-11-28,NOH,SAS,109,95,14
21000245,2010-11-28,LAC,UTA,109,97,12
21000246,2010-11-28,POR,NJN,98,96,2
21000247,2010-11-28,OKC,HOU,99,98,1
21000248,2010-11-28,PHX,DEN,138,133,5
21000249,2010-11-28,IND,LAL,95,92,3
21000250,2010-11-29,WAS,MIA,105,94,11
21000251,2010-11-29,NOH,OKC,95,89,6
21000252,2010-11-29,DAL,HOU,101,91,10
21000253,2010-11-29,UTA,MIL,109,88,21
21000254,2010-11-30,CLE,BOS,106,87,19
21000255,2010-11-30,DET,ORL,90,79,11
21000256,2010-11-30,POR,PHI,88,79,9
21000257,2010-11-30,NYK,NJN,111,100,11
21000258,2010-11-30,LAL,MEM,98,96,2
21000259,2010-11-30,SAC,IND,107,98,9
21000260,2010-11-30,GSW,SAS,118,98,20
21000261,2010-12-01,MEM,ATL,112,109,3
21000262,2010-12-01,OKC,NJN,123,120,3
21000263,2010-12-01,WAS,TOR,127,108,19
21000264,2010-12-01,BOS,POR,99,95,4
21000265,2010-12-01,DET,MIA,97,72,25
21000266,2010-12-01,CHI,ORL,107,78,29
21000267,2010-12-01,CHA,NOH,89,73,16
21000268,2010-12-01,MIN,DAL,100,86,14
21000269,2010-12-01,LAL,HOU,109,99,10
21000270,2010-12-01,DEN,MIL,105,94,11
21000271,2010-12-01,UTA,IND,110,88,22
21000272,2010-12-01,LAC,SAS,90,85,5
21000273,2010-12-02,CLE,MIA,118,90,28
21000274,2010-12-02,PHX,GSW,107,101,6
21000275,2010-12-03,NJN,CHA,91,84,7
21000276,2010-12-03,TOR,OKC,111,99,12
21000277,2010-12-03,WAS,POR,83,79,4
21000278,2010-12-03,PHI,ATL,93,88,5
21000279,2010-12-03,ORL,DET,104,91,13
21000280,2010-12-03,BOS,CHI,104,92,12
21000281,2010-12-03,MEM,HOU,127,111,16
21000282,2010-12-03,NOH,NYK,100,92,8
21000283,2010-12-03,MIN,SAS,107,101,6
21000284,2010-12-03,LAC,DEN,109,104,5
21000285,2010-12-03,IND,PHX,105,97,8
21000286,2010-12-03,UTA,DAL,93,81,12
21000287,2010-12-03,LAL,SAC,113,80,33
21000288,2010-12-04,MIA,ATL,89,77,12
21000289,2010-12-04,CHA,PHI,109,91,18
21000290,2010-12-04,CHI,HOU,119,116,3
21000291,2010-12-04,CLE,MIN,129,95,34
21000292,2010-12-04,MIL,ORL,96,85,11
21000293,2010-12-04,DAL,SAC,105,103,2
21000294,2010-12-05,BOS,NJN,100,75,25
21000295,2010-12-05,TOR,NYK,116,99,17
21000296,2010-12-05,CLE,DET,102,92,10
21000297,2010-12-05,OKC,GSW,114,109,5
21000298,2010-12-05,NOH,SAS,109,84,25
21000299,2010-12-05,DEN,MEM,108,107,1
21000300,2010-12-05,WAS,PHX,125,108,17
21000301,2010-12-05,LAC,POR,100,91,9
21000302,2010-12-06,TOR,IND,124,100,24
21000303,2010-12-06,ORL,ATL,80,74,6
21000304,2010-12-06,MIN,NYK,121,114,7
21000305,2010-12-06,OKC,CHI,99,90,9
21000306,2010-12-06,MIL,MIA,88,78,10
21000307,2010-12-06,MEM,UTA,94,85,9
21000308,2010-12-06,SAC,LAC,98,91,7
21000309,2010-12-07,ATL,NJN,116,101,15
21000310,2010-12-07,CHA,DEN,100,98,2
21000311,2010-12-07,CLE,PHI,117,97,20
21000312,2010-12-07,DAL,GSW,105,100,5
21000313,2010-12-07,DET,HOU,97,83,14
21000314,2010-12-07,PHX,POR,106,99,7
21000315,2010-12-07,LAL,WAS,115,108,7
21000316,2010-12-08,BOS,DEN,105,89,16
21000317,2010-12-08,CHI,CLE,88,83,5
21000318,2010-12-08,TOR,NYK,113,110,3
21000319,2010-12-08,MIL,IND,97,95,2
21000320,2010-12-08,OKC,MIN,111,103,8
21000321,2010-12-08,DET,NOH,93,74,19
21000322,2010-12-08,GSW,SAS,111,94,17
21000323,2010-12-08,MEM,PHX,104,98,6
21000324,2010-12-08,UTA,MIA,111,98,13
21000325,2010-12-08,WAS,SAC,116,91,25
21000326,2010-12-08,LAL,LAC,87,86,1
21000327,2010-12-09,BOS,PHI,102,101,1
21000328,2010-12-09,NJN,DAL,102,89,13
21000329,2010-12-09,POR,ORL,97,83,14
21000330,2010-12-10,CHA,IND,100,92,8
21000331,2010-12-10,TOR,DEN,123,116,7
21000332,2010-12-10,WAS,NYK,101,95,6
21000333,2010-12-10,LAL,CHI,88,84,4
21000334,2010-12-10,DET,MIN,109,99,10
21000335,2010-12-10,OKC,NOH,97,92,5
21000336,2010-12-10,MIL,HOU,97,91,6
21000337,2010-12-10,ATL,SAS,108,92,16
21000338,2010-12-10,PHX,POR,101,94,7
21000339,2010-12-10,ORL,UTA,117,105,12
21000340,2010-12-10,GSW,MIA,106,84,22
21000341,2010-12-11,MEM,LAC,84,83,1
21000342,2010-12-11,ATL,IND,97,83,14
21000343,2010-12-11,CHA,BOS,93,62,31
21000344,2010-12-11,DET,TOR,120,116,4
21000345,2010-12-11,MIN,CHI,113,82,31
21000346,2010-12-11,UTA,DAL,103,97,6
21000347,2010-12-11,CLE,HOU,110,95,15
21000348,2010-12-11,SAC,MIA,104,83,21
21000349,2010-12-12,DEN,NYK,129,125,4
21000350,2010-12-12,NOH,PHI,88,70,18
21000351,2010-12-12,NJN,LAL,99,92,7
21000352,2010-12-12,CLE,OKC,106,77,29
21000353,2010-12-12,POR,SAS,95,78,17
21000354,2010-12-12,LAC,ORL,94,85,9
21000355,2010-12-13,NOH,MIA,96,84,12
21000356,2010-12-13,IND,CHI,92,73,19
21000357,2010-12-13,POR,MEM,86,73,13
21000358,2010-12-13,DAL,MIL,103,99,4
21000359,2010-12-13,UTA,GSW,108,95,13
21000360,2010-12-14,CHA,TOR,97,91,6
21000361,2010-12-14,NJN,PHI,82,77,5
21000362,2010-12-14,WAS,LAL,103,89,14
21000363,2010-12-14,ATL,DET,103,80,23
21000364,2010-12-14,SAC,HOU,118,105,13
21000365,2010-12-14,ORL,DEN,111,94,17
21000366,2010-12-14,MIN,GSW,108,99,9
21000367,2010-12-15,IND,LAL,109,94,15
21000368,2010-12-15,BOS,NYK,118,116,2
21000369,2010-12-15,LAC,PHI,105,91,14
21000370,2010-12-15,TOR,CHI,110,93,17
21000371,2010-12-15,CLE,MIA,101,95,6
21000372,2010-12-15,MEM,CHA,113,80,33
21000373,2010-12-15,NOH,SAC,94,91,3
21000374,2010-12-15,OKC,HOU,117,105,12
21000375,2010-12-15,SAS,MIL,92,90,2
21000376,2010-12-15,MIN,PHX,128,122,6
21000377,2010-12-15,POR,DAL,103,98,5
21000378,2010-12-16,NJN,WAS,97,89,8
21000379,2010-12-16,ATL,BOS,102,90,12
21000380,2010-12-16,DEN,SAS,113,112,1
21000381,2010-12-17,CLE,IND,108,99,9
21000382,2010-12-17,NYK,MIA,113,91,22
21000383,2010-12-17,PHI,LAL,93,81,12
21000384,2010-12-17,NJN,TOR,98,92,6
21000385,2010-12-17,CHA,ATL,90,85,5
21000386,2010-12-17,DET,LAC,109,88,21
21000387,2010-12-17,UTA,NOH,100,71,29
21000388,2010-12-17,SAC,OKC,102,87,15
21000389,2010-12-17,MEM,HOU,103,87,16
21000390,2010-12-17,PHX,DAL,106,91,15
21000391,2010-12-17,MIN,POR,107,102,5
21000392,2010-12-18,ORL,PHI,97,89,8
21000393,2010-12-18,WAS,MIA,95,94,1
21000394,2010-12-18,CLE,NYK,109,102,7
21000395,2010-12-18,CHI,LAC,100,99,1
21000396,2010-12-18,MIL,UTA,95,86,9
21000397,2010-12-18,MEM,SAS,112,106,6
21000398,2010-12-18,MIN,DEN,115,113,2
21000399,2010-12-18,GSW,POR,96,95,1
21000400,2010-12-19,BOS,IND,99,88,11
21000401,2010-12-19,NJN,ATL,89,82,7
21000402,2010-12-19,TOR,LAL,120,110,10
21000403,2010-12-19,NOH,DET,111,108,3
21000404,2010-12-19,SAC,HOU,102,93,9
21000405,2010-12-19,PHX,OKC,113,110,3
21000406,2010-12-20,ORL,ATL,91,81,10
21000407,2010-12-20,UTA,CLE,101,90,11
21000408,2010-12-20,NOH,IND,94,93,1
21000409,2010-12-20,CHA,WAS,108,75,33
21000410,2010-12-20,DAL,MIA,98,96,2
21000411,2010-12-20,PHX,SAS,118,110,8
21000412,2010-12-20,MIL,POR,106,80,26
21000413,2010-12-20,GSW,HOU,121,112,9
21000414,2010-12-20,MIN,LAC,113,90,23
21000415,2010-12-21,CHA,OKC,99,81,18
21000416,2010-12-21,ORL,DAL,105,99,6
21000417,2010-12-21,PHI,CHI,121,76,45
21000418,2010-12-21,MEM,NJN,101,94,7
21000419,2010-12-21,SAC,GSW,117,109,8
21000420,2010-12-21,LAL,MIL,98,79,19
21000421,2010-12-22,CLE,ATL,98,84,14
21000422,2010-12-22,TOR,DET,115,93,22
21000423,2010-12-22,CHI,WAS,87,80,7
21000424,2010-12-22,PHI,BOS,84,80,4
21000425,2010-12-22,OKC,NYK,112,98,14
21000426,2010-12-22,UTA,MIN,112,107,5
21000427,2010-12-22,NJN,NOH,105,91,14
21000428,2010-12-22,DEN,SAS,109,103,6
21000429,2010-12-22,LAC,HOU,97,92,5
21000430,2010-12-23,SAS,ORL,123,101,22
21000431,2010-12-23,MIL,SAC,84,79,5
21000432,2010-12-23,MIA,PHX,95,83,12
21000433,2010-12-25,CHI,NYK,103,95,8
21000434,2010-12-25,BOS,ORL,86,78,8
21000435,2010-12-25,LAL,MIA,96,80,16
21000436,2010-12-25,OKC,DEN,114,106,8
21000437,2010-12-25,POR,GSW,109,102,7
21000438,2010-12-26,LAC,PHX,108,103,5
21000439,2010-12-26,CLE,MIN,98,97,1
21000440,2010-12-26,DET,CHI,95,92,3
21000441,2010-12-26,MEM,IND,104,90,14
21000442,2010-12-26,NOH,ATL,93,86,7
21000443,2010-12-26,WAS,SAS,94,80,14
21000444,2010-12-26,PHI,DEN,95,89,6
21000445,2010-12-27,CHA,DET,105,100,5
21000446,2010-12-27,NJN,ORL,104,88,16
21000447,2010-12-27,MEM,TOR,96,85,11
21000448,2010-12-27,MIL,ATL,95,80,15
21000449,2010-12-27,NOH,MIN,113,98,15
21000450,2010-12-27,OKC,DAL,103,93,10
21000451,2010-12-27,WAS,HOU,100,93,7
21000452,2010-12-27,POR,UTA,96,91,5
21000453,2010-12-27,LAC,SAC,100,99,1
21000454,2010-12-27,PHI,GSW,110,95,15
21000455,2010-12-28,CLE,ORL,110,95,15
21000456,2010-12-28,IND,BOS,95,83,12
21000457,2010-12-28,MIA,NYK,106,98,8
21000458,2010-12-28,MIL,CHI,90,77,13
21000459,2010-12-28,TOR,DAL,84,76,8
21000460,2010-12-28,LAL,SAS,97,82,15
21000461,2010-12-28,POR,DEN,95,77,18
21000462,2010-12-29,GSW,ATL,103,93,10
21000463,2010-12-29,CLE,CHA,101,92,9
21000464,2010-12-29,IND,WAS,104,90,14
21000465,2010-12-29,BOS,DET,104,92,12
21000466,2010-12-29,MIN,DEN,119,113,6
21000467,2010-12-29,NOH,LAL,103,88,15
21000468,2010-12-29,NJN,OKC,114,93,21
21000469,2010-12-29,MIA,HOU,125,119,6
21000470,2010-12-29,PHI,PHX,123,110,13
21000471,2010-12-29,MEM,SAC,100,98,2
21000472,2010-12-29,UTA,LAC,103,95,8
21000473,2010-12-30,NYK,ORL,112,103,9
21000474,2010-12-30,DAL,SAS,99,93,6
21000475,2010-12-30,UTA,POR,100,89,11
21000476,2010-12-31,BOS,NOH,83,81,2
21000477,2010-12-31,CHA,GSW,96,95,1
21000478,2010-12-31,IND,WAS,95,86,9
21000479,2010-12-31,NJN,CHI,90,81,9
21000480,2010-12-31,TOR,HOU,114,105,9
21000481,2010-12-31,ATL,OKC,103,94,9
21000482,2010-12-31,DET,PHX,92,75,17
21000483,2010-12-31,LAL,PHI,102,98,4
21000484,2011-01-01,WAS,NOH,92,81,11
21000485,2011-01-01,CLE,CHI,100,91,9
21000486,2011-01-01,MIA,GSW,114,107,7
21000487,2011-01-01,NJN,MIN,103,88,15
21000488,2011-01-01,OKC,SAS,101,74,27
21000489,2011-01-01,MIL,DAL,99,87,12
21000490,2011-01-01,SAC,DEN,104,86,18
21000491,2011-01-01,UTA,MEM,98,92,6
21000492,2011-01-02,IND,NYK,98,92,6
21000493,2011-01-02,LAC,ATL,107,98,9
21000494,2011-01-02,TOR,BOS,93,79,14
21000495,2011-01-02,CLE,DAL,104,95,9
21000496,2011-01-02,HOU,POR,100,85,15
21000497,2011-01-02,SAC,PHX,94,89,5
21000498,2011-01-02,LAL,MEM,104,85,19
21000499,2011-01-03,CHA,MIA,96,82,14
21000500,2011-01-03,GSW,ORL,110,90,20
21000501,2011-01-03,MIN,BOS,96,93,3
21000502,2011-01-03,NOH,PHI,84,77,7
21000503,2011-01-03,DEN,HOU,113,106,7
21000504,2011-01-03,UTA,DET,102,97,5
21000505,2011-01-04,MIA,MIL,101,89,12
21000506,2011-01-04,SAS,NYK,128,115,13
21000507,2011-01-04,CHI,TOR,111,91,20
21000508,2011-01-04,MEM,OKC,110,105,5
21000509,2011-01-04,POR,DAL,84,81,3
21000510,2011-01-04,SAC,ATL,108,102,6
21000511,2011-01-04,DET,LAL,108,83,25
21000512,2011-01-05,TOR,CLE,120,105,15
21000513,2011-01-05,NJN,CHI,96,94,2
21000514,2011-01-05,ORL,MIL,97,87,10
21000515,2011-01-05,PHI,WAS,109,97,12
21000516,2011-01-05,BOS,SAS,105,103,2
21000517,2011-01-05,CHA,MIN,108,105,3
21000518,2011-01-05,NOH,GSW,110,103,7
21000519,2011-01-05,POR,HOU,103,100,3
21000520,2011-01-05,UTA,ATL,110,87,23
21000521,2011-01-05,LAL,PHX,99,95,4
21000522,2011-01-05,DEN,LAC,106,93,13
21000523,2011-01-06,OKC,DAL,99,95,4
21000524,2011-01-06,DEN,SAC,122,102,20
21000525,2011-01-07,IND,SAS,90,87,3
21000526,2011-01-07,CHI,PHI,105,99,6
21000527,2011-01-07,NJN,WAS,97,77,20
21000528,2011-01-07,TOR,BOS,122,102,20
21000529,2011-01-07,HOU,ORL,110,95,15
21000530,2011-01-07,MEM,UTA,110,99,11
21000531,2011-01-07,MIN,POR,108,98,10
21000532,2011-01-07,MIA,MIL,101,95,6
21000533,2011-01-07,PHX,NYK,121,96,25
21000534,2011-01-07,CLE,GSW,116,98,18
21000535,2011-01-07,LAL,NOH,101,97,4
21000536,2011-01-08,IND,ATL,108,93,15
21000537,2011-01-08,WAS,CHA,104,89,15
21000538,2011-01-08,NJN,MIL,115,92,23
21000539,2011-01-08,PHI,DET,112,109,3
21000540,2011-01-08,CHI,BOS,90,79,11
21000541,2011-01-08,MEM,OKC,109,100,9
21000542,2011-01-08,DAL,ORL,117,107,10
21000543,2011-01-08,HOU,UTA,103,99,4
21000544,2011-01-09,SAC,TOR,118,112,6
21000545,2011-01-09,LAC,GSW,105,91,14
21000546,2011-01-09,MIN,SAS,94,91,3
21000547,2011-01-09,CLE,PHX,108,100,8
21000548,2011-01-09,DEN,NOH,96,87,9
21000549,2011-01-09,POR,MIA,107,100,7
21000550,2011-01-09,NYK,LAL,109,87,22
21000551,2011-01-10,MEM,CHA,96,82,14
21000552,2011-01-10,BOS,HOU,108,102,6
21000553,2011-01-10,CHI,DET,95,82,13
21000554,2011-03-15,MIL,ATL,110,85,25
21000555,2011-01-11,PHI,IND,111,103,8
21000556,2011-01-11,SAC,WAS,136,133,3
21000557,2011-01-11,MIN,SAS,107,96,11
21000558,2011-01-11,PHX,DEN,132,98,34
21000559,2011-01-11,POR,NYK,100,86,14
21000560,2011-01-11,CLE,LAL,112,57,55
21000561,2011-01-12,CHI,CHA,96,91,5
21000562,2011-01-12,IND,DAL,102,89,13
